Docket ID,Docket Title,Agency,Docket Type,Petition Number,RIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPA-HQ-OW-2018-0149,Revised Definition of “Waters of the United States” ,EPA,Rulemaking,N/A,2040-AF75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Document Title,Document Type,Attachment Count,Submitter Last Name,Submitter First Name,Organization,Document ID,Posted Date,Received Date,Comment Start Date,Comment Due Date,Implementation Date,Effective Date,Related RINs,Document SubType,Subject,Abstract,Status,Source Citation,OMB Approval Number,FR Citation,Federal Register Number,Start End Page,Special Instructions,Legacy ID,Post Mark Date,File Type,Number Of Pages,Paper Width,Paper Length,Exhibit Type,Exhibit Location,Document Field_1,Document Field_2,Document Detail,,,
"Comment submitted by Rick Savage, President, Carolina Wetlands Association",PUBLIC SUBMISSIONS,1,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-4442,4/18/19,4/14/19,N/A,N/A,N/A,N/A,N/A,Company/Organization Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/14/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-4442,,,
"Comment submitted by Charles Spell, Director, Environmental Policy & Programs, Arizona Public Service Company (APS)",PUBLIC SUBMISSIONS,1,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-4353,4/17/19,4/15/19,N/A,N/A,N/A,N/A,N/A,Company/Organization Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/15/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-4353,,,
"Comment submitted by Daniel A. Laudal, Ph.D., Environmental Manager, Minnkota Power Cooperative, Inc. (Minnkota)",PUBLIC SUBMISSIONS,1,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-5356,4/25/19,4/12/19,N/A,N/A,N/A,N/A,N/A,Company/Organization Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/12/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-5356,,,
"Comment submitted by Robert J. Gray, Senior Dairy Policy Advisor, Northeast Dairy Farmers Cooperatives",PUBLIC SUBMISSIONS,2,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-5336,4/24/19,4/15/19,N/A,N/A,N/A,N/A,N/A,Company/Organization Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/15/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-5336,,,
"Comment submitted by Scott A. Schulte, Senior Environmental Planner, Vireo",PUBLIC SUBMISSIONS,1,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-4468,4/18/19,4/15/19,N/A,N/A,N/A,N/A,N/A,Company/Organization Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/15/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-4468,,,
"Comment submitted by Dorothy A. McGlincy, Executive Director, Massachusetts Association of Conservation Commissions (MACC)",PUBLIC SUBMISSIONS,2,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-8129,5/1/19,4/15/19,N/A,N/A,N/A,N/A,N/A,Company/Organization Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/15/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-8129,,,
"Comment submitted by Ellen Miller, President, League of Women Voters of Johnson County (Kansas)",PUBLIC SUBMISSIONS,N/A,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-3997,4/15/19,4/9/19,N/A,N/A,N/A,N/A,N/A,Company/Organization Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/9/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-3997,,,
"Comment submitted by Tanya Portillo, Executive Director, Florida Electric Power Coordinating Group Environmental Committee (FCG Environmental Committee) (FCG EC)",PUBLIC SUBMISSIONS,1,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-5445,4/25/19,4/15/19,N/A,N/A,N/A,N/A,N/A,Company/Organization Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/15/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-5445,,,
"Comment submitted by Joel Markis, Alaska Chapter President,  Alaska Chapter of the American Fisheries Society (AFS)",PUBLIC SUBMISSIONS,1,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-6827,4/29/19,4/12/19,N/A,N/A,N/A,N/A,N/A,Company/Organization Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/12/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-6827,,,
"Comment submitted by Craig Hill, President, Iowa Farm Bureau",PUBLIC SUBMISSIONS,1,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-5044,4/23/19,4/12/19,N/A,N/A,N/A,N/A,N/A,Company/Organization Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/12/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-5044,,,
"Comment submitted by Thomas W. Cosgrove, Senior Vice President, Farm Credit East",PUBLIC SUBMISSIONS,1,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-4182,4/16/19,4/10/19,N/A,N/A,N/A,N/A,N/A,Company/Organization Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/10/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-4182,,,
"Comment submitted by Ana Zivanovic-Nenadovic, Senior Policy Analyst, and Kerri Allen, Costoal Advocate, North Carolina Coastal Federation",PUBLIC SUBMISSIONS,1,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-4249,4/16/19,4/10/19,N/A,N/A,N/A,N/A,N/A,Company/Organization Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/10/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-4249,,,
"Comment submitted by Jim Herrington and Tom Van Zandt, Environmental and Archeological Consulting, Hicks & Company",PUBLIC SUBMISSIONS,2,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-5470,4/25/19,4/15/19,N/A,N/A,N/A,N/A,N/A,Company/Organization Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/15/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-5470,,,
"Comment submitted by Rob Hossler, Chair, Atlantic Flyway Council",PUBLIC SUBMISSIONS,2,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-1862,3/21/19,3/21/19,N/A,N/A,N/A,N/A,N/A,Company/Organization Comment,N/A,This is complete pdf file of OW-2018-0148-1611,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3/21/19,pdf,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-1862,,,
"Comment submitted by Jill Silver, Executive Director, 10,000 Years Institute",PUBLIC SUBMISSIONS,1,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-10975,5/9/19,4/15/19,N/A,N/A,N/A,N/A,N/A,Company/Organization Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/15/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-10975,,,
"Comment submitted by Fred Reimherr, Conservation Chair, Stonefly Society Chapter Trout Unlimited",PUBLIC SUBMISSIONS,1,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-5202,4/24/19,4/14/19,N/A,N/A,N/A,N/A,N/A,Company/Organization Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/14/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-5202,,,
"Comment submitted by Dana R. Bennett, President, Nevada Mining Association (NvMA)",PUBLIC SUBMISSIONS,1,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-3845,4/15/19,4/8/19,N/A,N/A,N/A,N/A,N/A,Company/Organization Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/8/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-3845,,,
"Comment submitted by Jordan Hofmeier, President, Kansas Chapter of the American Fisheries Society (KS-AFS)",PUBLIC SUBMISSIONS,1,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-5234,4/24/19,4/11/19,N/A,N/A,N/A,N/A,N/A,Company/Organization Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/11/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-5234,,,
"Comment submitted by Susan Chadwick, President and Executive Director, Save Buffalo Bayou",PUBLIC SUBMISSIONS,N/A,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-9089,5/4/19,4/15/19,N/A,N/A,N/A,N/A,N/A,Company/Organization Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/15/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-9089,,,
"Comment submitted by Patrick Hedger, Director of Policy and Daniel Savickas, Federal Affairs Manager, FreedomWorks Foundation",PUBLIC SUBMISSIONS,1,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-4957,4/22/19,4/15/19,N/A,N/A,N/A,N/A,N/A,Company/Organization Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/15/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-4957,,,
"Comment submitted by Daren Bakst, Senior Research Fellow in Agricultural Policy, Thomas A. Roe, Institute for Economic Policy Studies, Institute for Economic Freedom, The Heritage Foundation",PUBLIC SUBMISSIONS,1,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-5391,4/25/19,4/15/19,N/A,N/A,N/A,N/A,N/A,Company/Organization Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/15/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-5391,,,
"Comment submitted by Dorothy Lutz, National Religious Partnership for the Environment",PUBLIC SUBMISSIONS,N/A,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-8005,5/1/19,4/14/19,N/A,N/A,N/A,N/A,N/A,Company/Organization Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/14/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-8005,,,
"Comment submitted by ! Jone Vrhel , National Religious Partnership for the Environment",PUBLIC SUBMISSIONS,N/A,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-7635,5/1/19,4/14/19,N/A,N/A,N/A,N/A,N/A,Company/Organization Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/14/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-7635,,,
"Comment submitted by Daniel K. Brown, Legal counsel, Fischer, Brown, Bartlett & Gunn, PC on behalf of The New Cache La Poudre Irrigating Company & The Cache La Poudre Reservoir Cornpany",PUBLIC SUBMISSIONS,1,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-4789,4/19/19,4/15/19,N/A,N/A,N/A,N/A,N/A,Company/Organization Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/15/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-4789,,,
"Comment submitted by Michelle R. Freeark, Executive Director of Legal and Corporate Services, Arizona Generation and Transmission Cooperatives (AzGT)",PUBLIC SUBMISSIONS,1,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-4962,4/22/19,4/15/19,N/A,N/A,N/A,N/A,N/A,Company/Organization Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/15/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-4962,,,
"Comment submitted by Ken McCarley, Environmental Manager, Hammett Gravel Company, Inc.",PUBLIC SUBMISSIONS,1,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-1518,3/19/19,3/11/19,N/A,N/A,N/A,N/A,N/A,Company/Organization Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3/11/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-1518,,,
"Comment submitted by Jennifer Chavev, Staff Attorney, Earth Justice et al. on behalf of Aaron Isherwood, Phillip S. Berry, Managing Attorney, Sierra Club et al.",PUBLIC SUBMISSIONS,1,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-4343,4/17/19,4/15/19,N/A,N/A,N/A,N/A,N/A,Company/Organization Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/15/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-4343,,,
"Comment submitted by Kelly McGinnis, Director, Mississippi River Network",PUBLIC SUBMISSIONS,1,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-5454,4/25/19,4/15/19,N/A,N/A,N/A,N/A,N/A,Company/Organization Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/15/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-5454,,,
"Comment submitted by Benjamin R. Rowe, National Affairs Coordinator,
Virginia Farm Bureau",PUBLIC SUBMISSIONS,1,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-5040,4/23/19,4/11/19,N/A,N/A,N/A,N/A,N/A,Company/Organization Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/11/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-5040,,,
"Comment submitted by Daniel K. Brown, Legal Counsel, Fischer, Brown, Bartlett & Gunn, PC for Cache La Poudre Water Users Association",PUBLIC SUBMISSIONS,1,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-4637,4/18/19,4/15/19,N/A,N/A,N/A,N/A,N/A,Company/Organization Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/15/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-4637,,,
"Comment submitted by T. Stephen Gambrell, Mississippi Valley Flood Control Association",PUBLIC SUBMISSIONS,N/A,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-7265,5/1/19,4/11/19,N/A,N/A,N/A,N/A,N/A,Company/Organization Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/11/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-7265,,,
"Comment submitted by Mark A. Dilley, PWS President, Ohio Wetlands Association (OWA)",PUBLIC SUBMISSIONS,1,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-4879,4/22/19,4/12/19,N/A,N/A,N/A,N/A,N/A,Company/Organization Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/12/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-4879,,,
"Comment submitted by Jon Devine, Senior Attorney and Director of Federal Water Policy, Nature Program, Natural Resources Defense Council (NRDC)",PUBLIC SUBMISSIONS,2,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-11460,5/30/19,4/5/19,N/A,N/A,N/A,N/A,N/A,Company/Organization Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/5/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-11460,,,
"Comment submitted by Donald G. Blankenau, Blankenau Wilmoth Jarecke LLP on behalf of The Nebraska Groundwater Management Coalition",PUBLIC SUBMISSIONS,1,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-4526,4/18/19,4/15/19,N/A,N/A,N/A,N/A,N/A,Company/Organization Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/15/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-4526,,,
"Comment submitted by Tiff Hilton, Consultant, Working on People's Environmental Concerns (WOPEC)",PUBLIC SUBMISSIONS,1,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-4478,4/18/19,4/1/19,N/A,N/A,N/A,N/A,N/A,Company/Organization Comment,N/A,"The USB attached with this letter.  This media is not available in Regulations.gov. Contact the EPA Docket Center, Public Reading Room to view or receive a copy of this document. Requests for copies may be made as follows:
In person/writing:
Environmental Protection Agency, Docket Center
1301 Constitution Ave NW, 2822T, Room 3334
Washington, DC. 20004
Telephone:
202-566-1744
Fax:
202-566- 9744
Email:
docket-customerservice@epa.gov",Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/1/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-4478,,,
"Comment submitted by Ward G. Wilson, Executive Director,  Kentucky Waterways Alliance (KWA)",PUBLIC SUBMISSIONS,1,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-5273,4/24/19,4/12/19,N/A,N/A,N/A,N/A,N/A,Company/Organization Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/12/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-5273,,,
"Comment submitted by Georgia Ackerman, Apalachicola Riverkeeper, Waterkeepers Florida",PUBLIC SUBMISSIONS,1,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-4955,4/22/19,4/15/19,N/A,N/A,N/A,N/A,N/A,Company/Organization Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/15/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-4955,,,
"Comment submitted by Andrew M. Thompson, Member, Advirsory Board, Chattahoochee Riverkeeper, Inc. (CRK)",PUBLIC SUBMISSIONS,N/A,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-6456,4/29/19,4/10/19,N/A,N/A,N/A,N/A,N/A,Company/Organization Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/10/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-6456,,,
Comment submitted by the Falcon Seaboard Ranch - Western Colorado,PUBLIC SUBMISSIONS,N/A,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-7541,5/1/19,4/12/19,N/A,N/A,N/A,N/A,N/A,Company/Organization Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/12/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-7541,,,
"Comment submitted by Linda Mack, Trustee, Monmouth County Audubon",PUBLIC SUBMISSIONS,1,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-10772,5/9/19,3/8/19,N/A,N/A,N/A,N/A,N/A,Company/Organization Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3/8/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-10772,,,
"Comment submitted by Nancy C. Somerville, Executive Vice President/Chief Executive Officer (CEO), American Society of Landscape Architects (ASLA)",PUBLIC SUBMISSIONS,1,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-3822,4/15/19,4/8/19,N/A,N/A,N/A,N/A,N/A,Company/Organization Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/8/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-3822,,,
"Comment submitted by  Cassidy Lord, President, Upper Oconee Watershed Network",PUBLIC SUBMISSIONS,1,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-4716,4/19/19,4/15/19,N/A,N/A,N/A,N/A,N/A,Company/Organization Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/15/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-4716,,,
"Comment submitted by Todd (surname illegible), Gibson County Farm Bureau",PUBLIC SUBMISSIONS,1,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-5354,4/25/19,4/1/19,N/A,N/A,N/A,N/A,N/A,Company/Organization Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/1/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-5354,,,
"Comment submitted by Trey Evans, President and Regulatory Chair, Georgia Environmental Restoration Association, Inc. (GERA)",PUBLIC SUBMISSIONS,1,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-8929,5/4/19,4/15/19,N/A,N/A,N/A,N/A,N/A,Company/Organization Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/15/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-8929,,,
"Comment submitted by William T. Pound, Executive Director, National Conference of State Legislatures (NCSL)",PUBLIC SUBMISSIONS,1,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-5062,4/23/19,4/12/19,N/A,N/A,N/A,N/A,N/A,Company/Organization Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/12/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-5062,,,
"Comment submitted by Anne Hulick, CT Director, Clean Water Action/Clean Water Fund et al.",PUBLIC SUBMISSIONS,1,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-8930,5/4/19,4/15/19,N/A,N/A,N/A,N/A,N/A,Company/Organization Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/15/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-8930,,,
"Comment submitted by Jordan D. Katt, President, Nebraska Chapter of the American Fisheries Society",PUBLIC SUBMISSIONS,1,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-4498,4/18/19,4/15/19,N/A,N/A,N/A,N/A,N/A,Company/Organization Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/15/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-4498,,,
"Comment submitted by Jen Pelz, Rio Grande Waterkeeper and Wild Rivers Program Director, WildEarth Guardians",PUBLIC SUBMISSIONS,2,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-8114,5/1/19,4/15/19,N/A,N/A,N/A,N/A,N/A,Company/Organization Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/15/19,pdf,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-8114,,,
"Comment submitted by Pat Fitts, Director, Arkansas Game and Fish Commission (AGFC)",PUBLIC SUBMISSIONS,1,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-4837,4/19/19,4/15/19,N/A,N/A,N/A,N/A,N/A,Company/Organization Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/15/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-4837,,,
"Comment submitted by Georgia Ackerman, Apalachicola Riverkeeper, Waterkeepers Florida",PUBLIC SUBMISSIONS,2,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-5206,4/24/19,4/17/19,N/A,N/A,N/A,N/A,N/A,Company/Organization Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/15/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-5206,,,
"Comment submitted by Jennifer Tank, President, Society for Freshwater Science (SFS)",PUBLIC SUBMISSIONS,1,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-8909,5/4/19,4/15/19,N/A,N/A,N/A,N/A,N/A,Company/Organization Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/15/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-8909,,,
"Comment submitted by Jeramy Stephens, 2018-2019 President, Realtors Land Institute (RLI)",PUBLIC SUBMISSIONS,2,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-5337,4/24/19,4/18/19,N/A,N/A,N/A,N/A,N/A,Company/Organization Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/15/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-5337,,,
"Comment submitted by Jane Marron, National Religious Partnership for the Environment",PUBLIC SUBMISSIONS,N/A,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-7642,5/1/19,4/14/19,N/A,N/A,N/A,N/A,N/A,Company/Organization Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/14/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-7642,,,
